Ambient_Temp_C,Total_Load_kW,Current_Temp_C,Future_Temp_30Min_C
21.2,88.5,55.9,73.0
39.5,97.2,79.4,98.9
26.3,64.4,49.3,63.3
40.7,104.3,85.0,112.3
37.6,127.6,94.5,113.9
43.6,55.3,67.3,78.9
30.2,21.9,40.9,46.3
36.5,53.3,55.5,66.1
31.6,90.7,69.7,89.0
35.8,111.3,77.5,102.5
31.2,37.7,43.6,51.7
24.7,49.1,48.3,57.1
32.7,26.9,45.7,51.0
33.2,86.0,71.8,88.9
40.3,115.6,85.8,108.1
38.4,80.5,70.8,86.8
36.6,77.9,68.8,83.0
22.8,70.9,51.2,64.2
38.0,19.7,44.4,47.0
32.5,90.2,66.8,87.4
42.4,76.2,73.3,91.5
43.0,82.8,74.0,89.3
21.4,108.9,62.7,88.2
40.5,96.2,79.8,98.2
20.9,95.9,59.1,80.4
29.2,112.0,75.8,99.6
33.6,118.9,80.3,106.3
23.7,73.9,52.1,66.0
38.7,22.0,48.3,50.1
20.2,60.5,42.8,54.5
24.2,96.6,61.6,82.6
34.5,13.0,38.5,44.3
37.9,16.3,43.9,45.9
42.9,17.4,53.4,56.6
37.6,90.4,71.0,89.2
36.8,65.1,65.4,78.8
29.9,50.6,51.6,59.1
20.0,21.6,31.8,38.3
23.0,90.5,65.5,83.9
33.4,45.3,54.4,65.0
36.9,39.2,54.4,62.1
30.4,81.8,60.5,78.2
38.3,71.5,64.5,81.4
33.0,49.9,53.7,64.3
21.9,80.6,50.7,68.2
24.8,39.8,42.0,49.0
41.0,97.4,75.7,95.8
38.1,35.2,54.5,60.2
42.4,27.5,52.7,57.4
22.9,96.1,61.6,83.6
44.8,87.9,78.4,99.7
25.2,30.1,33.5,38.3
20.3,22.8,31.9,37.0
44.9,102.2,88.5,109.2
27.0,95.4,64.5,86.7
36.7,46.0,56.4,66.2
24.4,82.4,56.6,74.0
34.5,23.7,44.5,48.3
42.6,65.8,70.4,81.8
28.0,12.1,33.9,37.5
36.8,53.1,60.7,72.1
24.7,18.2,33.0,37.3
35.6,62.3,60.6,72.8
28.4,56.4,49.4,61.2
25.3,58.9,47.9,61.5
27.8,15.0,35.4,39.9
24.5,49.8,41.4,50.4
42.5,93.2,82.0,100.4
29.9,50.6,49.6,58.2
26.1,88.7,60.0,79.0
31.2,50.6,49.3,61.5
28.0,56.6,52.0,63.3
38.6,72.0,67.4,81.5
44.3,114.6,93.3,116.5
31.0,22.0,37.2,45.5
41.5,13.6,45.8,50.6
34.1,76.9,64.7,82.0
23.9,114.4,68.2,92.8
37.3,118.9,84.8,109.8
32.8,63.3,58.8,70.6
36.3,61.5,61.8,73.1
42.2,80.9,77.6,93.5
31.0,71.1,56.9,70.6
42.5,79.7,75.1,90.9
38.8,106.1,79.9,102.2
32.2,92.1,69.9,89.1
35.1,64.7,61.8,74.4
28.1,113.4,91.2,107.9
44.6,80.4,74.9,91.7
36.7,60.1,61.8,74.6
21.1,60.4,45.3,56.8
28.2,11.8,32.4,36.0
35.6,29.1,48.6,53.7
21.4,63.7,48.4,64.0
20.6,100.5,59.7,80.6
31.3,40.7,45.8,54.4
28.3,67.5,52.8,68.1
31.0,47.9,50.2,61.5
26.6,21.5,32.3,38.5
24.1,115.4,70.5,97.4
37.2,104.0,81.3,103.9
32.9,18.6,39.6,43.5
25.0,89.2,59.6,77.6
28.0,48.2,51.3,60.8
34.8,119.4,85.6,112.6
21.8,43.3,37.6,44.7
23.7,36.3,38.5,44.8
21.8,72.5,51.5,66.3
40.3,101.9,81.5,101.6
38.8,31.2,54.9,60.5
38.8,88.0,74.2,95.4
37.9,16.8,45.1,48.1
36.7,111.1,82.5,106.4
31.9,18.9,41.9,43.1
36.1,110.6,82.2,103.5
21.0,64.0,47.6,62.4
35.5,59.3,56.1,71.4
39.4,117.1,85.3,110.3
32.5,118.9,81.7,106.1
28.9,81.5,62.0,79.9
26.9,24.0,38.2,39.2
36.1,65.7,66.1,79.9
37.3,68.2,62.2,75.2
41.8,66.6,70.7,85.6
28.6,72.6,57.0,69.0
39.2,12.1,45.9,47.3
34.0,88.2,69.2,87.7
42.1,88.4,81.7,98.7
33.2,22.7,42.5,46.7
32.9,72.7,60.8,77.5
34.4,72.5,64.3,79.4
38.7,85.1,73.4,89.8
44.1,19.4,54.2,59.4
21.8,78.9,54.3,71.2
21.3,40.9,42.6,51.2
43.4,65.8,69.5,82.0
33.2,95.1,71.1,87.2
35.4,87.6,69.2,86.4
32.1,114.5,91.0,110.9
22.3,75.0,52.8,67.6
39.2,116.6,86.4,109.6
38.7,27.2,49.7,55.6
27.8,103.8,68.1,91.3
27.7,87.3,60.8,80.9
40.9,95.1,78.3,99.6
21.8,41.0,40.5,47.5
42.0,106.1,88.1,107.8
26.4,109.7,70.1,95.5
34.8,120.2,87.3,106.1
43.4,16.9,50.0,55.6
37.0,76.1,71.6,85.6
30.4,23.7,41.9,47.1
37.2,97.6,77.4,98.4
28.6,80.6,62.8,79.8
26.9,106.2,72.5,97.8
44.9,96.3,81.1,101.2
38.8,22.3,46.9,49.2
36.1,103.3,89.1,113.0
28.9,95.2,68.1,87.8
21.2,55.9,43.9,56.5
20.8,117.0,69.1,94.8
33.9,90.9,69.2,88.4
39.1,11.7,46.5,49.3
33.4,106.8,76.0,98.7
41.0,21.1,50.8,57.8
20.8,25.5,33.4,38.0
29.2,90.8,67.7,85.5
25.9,105.1,68.7,92.0
31.2,69.0,60.4,73.4
21.8,41.8,42.0,51.0
43.9,48.6,64.3,74.2
25.6,47.7,43.2,53.2
43.1,45.9,62.6,75.8
30.6,36.7,45.3,54.8
44.6,77.0,70.7,88.9
33.9,109.0,78.4,102.0
43.3,43.8,61.0,69.1
20.1,30.5,34.7,41.2
38.7,102.2,78.1,100.6
42.6,91.6,76.2,96.0
23.5,112.4,68.8,92.5
22.4,28.2,34.4,39.7
30.6,25.9,41.1,47.0
43.3,69.6,71.2,85.0
33.6,77.6,62.5,80.0
33.2,62.8,58.0,68.2
23.5,75.9,53.2,71.2
20.0,29.8,34.1,38.2
40.3,62.8,66.1,77.6
22.2,82.4,54.6,72.6
35.8,57.6,62.3,74.9
42.9,129.6,94.0,118.8
25.2,59.6,50.2,63.0
36.6,46.7,55.0,64.8
22.0,43.4,42.6,51.7
35.1,55.2,57.3,71.3
24.1,121.9,86.0,105.6
38.4,83.5,71.5,88.8
27.5,103.0,69.1,91.5
31.6,49.0,53.6,63.5
35.0,118.1,86.2,107.9
24.3,118.5,71.8,99.5
38.5,39.0,57.5,64.0
27.6,23.9,38.9,40.2
36.6,50.7,56.0,67.2
24.0,91.2,57.7,78.9
37.2,42.3,53.3,62.6
23.2,73.2,53.3,69.4
30.6,55.7,54.1,66.8
26.2,23.0,38.1,42.8
38.7,46.3,55.1,65.8
26.6,89.7,61.6,81.3
42.0,77.3,70.6,84.2
42.3,23.2,48.9,54.2
24.9,28.0,34.8,38.5
35.3,80.5,68.3,85.0
22.2,99.5,63.5,83.5
29.8,48.4,47.3,59.2
37.8,75.5,66.4,82.8
36.5,28.8,44.4,51.5
35.6,44.3,53.7,62.7
27.1,12.2,30.5,34.8
29.5,94.5,70.6,87.7
22.6,54.1,45.0,55.0
38.0,125.3,92.8,112.0
32.6,87.9,66.5,84.4
37.7,101.2,75.2,93.5
26.2,41.4,40.1,51.2
28.1,30.4,39.0,47.1
28.4,116.9,73.7,99.5
20.6,88.9,54.2,73.2
28.5,101.7,70.0,93.8
40.1,11.4,45.7,49.9
42.4,49.0,61.1,73.8
33.0,91.7,73.5,93.4
31.4,18.6,35.3,39.8
20.8,72.4,49.8,64.4
42.0,57.2,64.4,74.6
20.3,11.9,24.0,27.4
43.6,36.0,56.6,65.2
32.2,41.3,48.7,56.9
28.5,22.3,37.0,42.7
43.1,79.5,74.1,90.4
20.6,36.7,32.7,41.9
34.5,40.5,47.5,55.0
33.7,108.8,76.7,98.0
25.5,61.4,49.2,61.8
30.7,53.1,51.6,64.0
36.3,89.6,71.9,89.0
38.2,110.1,81.2,105.9
20.0,12.8,24.7,25.0
43.4,59.3,65.4,77.7
24.1,77.2,58.0,71.8
25.8,45.0,42.3,48.0
26.6,95.0,63.8,84.4
20.9,106.7,92.2,113.2
23.1,113.8,67.1,89.1
44.7,39.3,60.4,67.9
27.9,34.9,41.6,49.6
22.9,116.7,93.4,110.4
22.7,60.4,46.3,58.7
38.0,32.9,49.7,56.2
41.4,87.8,77.3,94.8
26.4,41.3,47.0,54.4
20.5,39.4,34.5,42.0
25.6,106.7,69.1,90.3
21.4,27.9,32.7,37.0
22.6,17.1,30.8,33.6
30.8,39.6,48.0,55.2
25.7,76.8,56.9,71.3
32.9,23.5,42.2,48.3
26.3,61.9,50.2,65.1
43.5,79.0,73.6,90.3
42.6,118.7,92.0,114.2
34.2,35.3,45.7,52.3
28.9,99.9,67.6,90.3
29.5,35.8,46.1,56.0
30.3,84.4,64.3,81.7
38.2,57.4,62.9,74.0
31.3,22.6,43.3,48.2
41.4,88.6,76.5,95.3
43.6,34.0,57.6,63.9
28.4,29.4,39.6,46.5
34.0,49.4,52.2,64.1
22.4,81.9,53.2,69.4
25.0,35.7,41.0,52.1
30.3,30.2,42.8,46.8
25.2,11.1,33.3,34.0
41.9,61.9,68.6,81.8
24.0,57.2,45.4,60.9
31.4,35.7,47.4,53.9
35.1,15.9,40.9,42.7
37.3,57.2,62.6,75.2
29.6,96.7,67.3,87.3
41.7,88.7,75.1,94.9
34.2,104.7,74.5,96.5
31.0,11.1,33.9,35.1
21.7,116.3,66.5,94.6
31.6,47.6,49.5,55.2
40.5,118.9,89.8,117.3
35.4,37.8,54.1,63.0
40.8,61.9,62.9,75.0
32.4,48.9,54.5,67.3
23.0,49.1,41.7,50.0
20.3,102.7,62.1,85.1
27.6,92.1,61.1,77.7
37.4,119.1,86.2,109.3
39.8,77.5,66.7,81.7
27.4,61.0,52.4,64.0
32.4,19.9,40.9,45.0
30.5,119.6,78.8,102.6
30.3,70.7,57.1,69.0
25.8,87.1,61.7,80.6
23.4,112.7,94.3,118.9
24.9,124.7,89.2,114.1
21.4,113.7,68.2,92.2
25.0,28.3,36.1,43.5
20.2,42.2,38.2,46.8
35.7,26.7,46.1,53.3
27.9,97.1,67.2,86.4
44.3,16.8,52.2,54.5
24.8,19.0,31.6,37.8
28.6,42.8,43.3,54.6
28.9,66.6,56.1,70.9
20.2,54.7,44.5,54.4
41.0,14.9,47.6,49.2
20.8,115.3,67.6,93.7
43.5,114.8,89.3,115.4
42.3,40.7,60.1,68.4
33.4,90.5,69.2,91.8
33.6,73.6,62.1,78.4
36.3,36.1,53.0,58.7
29.7,38.8,44.2,52.0
36.2,100.4,88.2,104.9
21.1,56.1,45.8,57.5
21.4,111.4,90.5,109.1
31.4,98.8,68.5,88.0
33.7,63.0,59.0,70.2
42.2,82.0,74.6,92.8
22.6,30.8,34.0,39.8
40.6,68.7,68.3,86.4
25.3,45.0,44.8,55.5
29.9,67.9,56.1,69.7
27.9,95.9,65.9,87.9
30.0,94.6,67.4,88.4
23.8,49.0,45.7,56.7
32.6,86.4,66.6,84.6
40.0,113.5,83.0,107.7
31.0,78.8,59.4,73.1
32.3,26.3,43.5,51.0
41.2,84.8,73.6,86.4
37.7,21.5,47.6,51.3
32.3,105.9,72.0,92.1
26.4,66.8,52.1,65.5
42.1,52.4,60.4,71.6
34.4,16.3,41.8,43.3
25.5,51.9,47.6,54.2
26.7,109.4,71.1,94.4
40.1,12.3,42.8,48.8
21.1,62.2,44.5,57.2
44.8,112.4,90.2,115.2
23.3,53.4,41.3,55.1
39.9,57.1,62.3,71.4
29.9,73.6,62.4,76.8
32.3,60.9,56.3,67.2
42.0,28.5,50.5,55.5
30.3,12.0,33.9,39.1
33.4,77.1,63.0,79.7
21.2,111.3,70.0,94.2
20.1,21.7,32.1,36.2
26.1,33.2,40.9,45.9
37.0,50.7,56.6,68.4
23.0,99.0,65.0,87.4
22.8,39.6,36.4,45.4
30.3,107.0,75.2,98.2
36.2,16.0,44.5,45.8
37.8,113.5,82.9,107.8
24.5,71.7,55.4,72.3
22.0,82.5,54.1,72.1
43.5,50.4,61.2,69.3
26.5,96.0,66.9,89.3
41.3,28.3,52.5,57.0
41.6,15.4,48.9,52.6
39.3,53.5,64.4,76.7
24.2,103.9,64.3,87.9
40.5,93.0,77.5,94.3
39.2,66.9,69.1,83.0
34.9,72.9,65.4,80.7
28.4,24.3,36.7,44.1
26.6,102.5,65.6,88.0
23.0,96.6,60.6,83.2
32.7,82.2,64.2,82.4
34.6,106.1,91.6,114.3
29.0,116.1,75.6,100.2
31.9,106.7,75.1,99.8
29.1,80.9,59.8,75.0
36.0,50.9,56.2,68.3
42.5,78.0,69.6,85.5
24.1,73.3,53.7,67.8
29.5,53.4,53.2,65.7
23.5,43.7,38.2,46.3
35.6,54.8,58.5,70.5
38.2,73.1,66.3,81.0
43.3,57.1,67.7,76.0
27.0,39.0,42.9,51.8
43.8,93.7,82.0,101.8
21.6,68.5,49.1,60.6
35.1,17.4,44.7,47.1
21.4,50.5,42.3,50.2
42.3,107.3,83.9,107.6
33.2,93.1,70.7,92.3
36.7,45.6,54.2,65.1
40.8,113.2,86.4,111.6
23.8,18.4,30.3,33.5
21.0,115.7,65.9,91.2
42.0,37.0,57.2,64.9
27.9,11.0,32.4,35.0
23.2,57.7,48.4,61.8
31.7,49.5,50.7,62.9
35.0,69.3,58.7,73.1
20.8,97.6,59.1,77.6
26.9,102.7,64.7,86.3
20.8,54.1,43.3,54.3
30.5,57.3,50.1,62.9
42.4,26.3,50.9,57.9
44.6,15.2,49.9,50.3
35.9,80.5,71.2,86.8
24.0,119.1,90.3,106.5
42.6,90.7,79.0,99.9
32.9,69.3,61.8,75.9
23.8,31.8,39.5,45.2
43.0,69.3,72.3,87.6
38.9,30.1,53.2,58.4
38.3,58.3,63.3,75.4
37.7,98.0,74.5,98.0
25.0,60.8,50.1,65.4
25.3,26.4,37.5,42.3
37.2,117.4,88.8,107.2
25.5,30.5,36.6,42.2
31.0,91.2,65.9,82.3
39.6,62.7,66.2,80.8
39.6,59.9,63.4,79.7
31.3,103.7,72.2,93.3
39.8,87.9,72.4,89.9
41.0,13.6,46.3,48.7
36.4,42.6,52.3,61.4
25.7,105.8,68.5,89.0
26.9,12.0,29.4,31.4
27.9,70.0,56.2,72.4
22.9,90.1,58.1,77.3
26.8,78.4,55.7,74.3
25.2,128.0,85.2,104.9
31.4,89.8,65.0,82.4
42.7,86.1,76.7,94.0
22.6,100.4,63.0,84.4
38.0,81.0,71.0,86.2
37.2,54.3,59.5,69.0
22.4,61.9,45.6,57.0
43.1,88.8,80.7,99.9
34.2,106.4,75.9,97.8
29.1,39.9,46.0,56.0
38.9,47.6,57.6,66.3
26.4,112.4,72.1,92.0
37.3,73.6,66.4,81.7
21.0,29.7,33.7,42.3
41.0,83.0,74.2,91.7
31.2,119.0,80.4,103.2
35.9,100.6,74.5,93.4
25.5,92.0,58.8,80.3
36.9,32.9,48.1,54.0
39.3,106.4,84.0,108.4
31.8,67.8,58.7,73.9
35.4,107.8,78.8,100.2
31.4,46.3,47.8,59.5
42.4,16.8,49.2,51.3
32.4,62.4,55.3,66.5
41.0,39.7,55.2,62.4
40.0,88.7,74.7,94.6
30.3,115.3,77.3,103.1
25.8,86.0,61.3,78.6
30.2,107.6,74.3,94.0
40.7,59.8,61.4,72.0
25.7,94.9,63.6,82.0
33.1,102.7,73.8,93.5
40.2,88.2,72.4,91.6
28.8,65.9,55.2,71.9
36.1,78.8,67.1,84.9
26.1,87.1,62.0,78.5
22.7,112.4,91.7,111.5
39.9,99.1,78.4,98.5
22.5,114.5,70.1,94.6
26.8,61.2,46.8,62.5
41.4,87.1,76.1,93.7
28.7,91.1,61.6,83.4
44.3,82.8,75.6,96.4
44.5,70.2,73.6,87.7
26.7,107.0,67.0,89.1
21.0,59.4,41.9,54.1
37.6,16.7,49.1,52.2
31.3,120.8,90.7,115.2
22.5,84.1,59.5,78.1
37.7,103.4,78.7,98.1
20.8,25.2,29.8,34.4
41.8,13.4,48.2,51.4
23.5,114.2,86.6,106.7
23.2,26.3,31.4,40.4
24.4,99.1,63.0,82.0
44.0,100.6,85.9,105.9
37.3,88.0,73.1,88.1
40.0,24.4,52.0,55.3
29.9,83.4,64.3,79.1
28.4,107.8,75.1,96.6
25.9,56.8,48.9,60.5
32.0,55.5,54.7,67.0
33.8,58.7,57.9,69.7
35.8,19.0,43.1,47.9
26.4,108.1,71.4,94.1
43.7,105.6,86.4,107.0
24.2,119.8,73.7,96.2
44.1,74.4,75.8,92.1
20.4,92.6,58.3,80.1
32.0,32.3,45.9,56.4
28.3,83.4,59.7,78.8
31.2,81.5,62.7,82.1
34.3,109.1,79.6,103.0
30.9,101.4,74.3,95.8
30.4,113.2,71.8,96.1
38.3,105.6,79.4,101.5
37.1,105.6,79.4,102.5
40.8,17.0,45.9,48.8
26.2,103.1,65.8,87.4
35.2,76.8,66.9,81.2
34.6,51.8,58.5,69.8
29.2,16.2,31.7,34.0
32.2,84.5,65.6,83.5
27.8,46.1,47.2,57.6
23.5,61.5,49.7,63.3
25.3,85.0,60.0,78.9
22.6,110.3,70.3,92.8
37.1,100.8,77.5,99.3
36.5,59.6,63.0,74.5
43.8,52.7,63.5,71.8
38.2,36.4,52.9,61.3
21.3,51.0,39.3,50.7
42.1,22.2,52.8,58.8
41.6,116.8,88.1,112.6
31.1,73.1,61.1,73.9
34.6,24.1,43.6,48.6
44.4,124.8,90.4,106.6
33.3,70.2,62.2,77.5
42.6,68.6,68.1,82.5
22.1,13.9,25.8,26.4
24.8,114.6,70.6,93.1
31.0,40.3,48.5,57.5
34.6,11.8,43.1,42.7
40.4,18.4,48.4,51.7
44.7,73.8,76.3,91.6
29.7,25.2,36.6,43.9
21.2,14.6,31.0,34.6
40.0,51.8,61.9,74.1
35.1,78.5,66.4,83.4
25.0,22.3,33.6,37.0
32.4,44.5,47.9,56.6
38.6,56.0,59.3,69.8
39.3,27.5,54.1,60.4
32.5,65.7,56.8,69.7
27.6,19.4,33.4,37.0
44.3,15.1,49.0,52.3
36.6,67.2,61.1,77.9
30.2,37.3,45.1,54.0
27.0,20.5,37.4,40.3
38.3,56.6,59.7,72.0
26.1,110.7,67.6,93.6
24.3,89.7,60.7,80.4
33.2,99.7,73.0,91.6
27.2,105.9,71.6,92.3
35.7,117.0,81.6,104.8
22.9,94.0,60.0,82.0
36.4,76.9,66.8,84.9
27.1,50.2,47.3,56.9
20.0,30.0,31.2,36.6
23.2,85.5,56.3,74.4
43.3,119.4,87.4,113.0
41.7,61.4,65.1,76.7
25.8,89.6,63.1,81.4
39.5,64.5,66.9,78.1
35.2,57.5,57.3,71.4
44.3,55.1,68.9,77.6
29.3,121.9,86.4,102.8
37.0,50.4,54.5,66.0
21.6,92.4,55.2,73.1
29.9,106.2,74.8,96.1
44.1,107.1,86.2,108.9
33.5,35.0,45.1,53.7
27.2,108.6,66.1,89.0
23.0,47.6,41.2,54.0
37.6,44.0,56.0,65.2
36.1,89.9,70.7,91.5
29.3,43.5,44.6,54.4
43.8,15.8,49.0,55.6
20.6,51.1,43.5,55.6
27.6,112.4,85.6,109.6
43.0,46.0,60.1,70.9
28.0,79.3,62.1,78.2
26.3,82.6,60.3,77.2
33.4,90.7,70.0,87.1
40.6,108.7,82.8,104.5
22.6,57.6,45.7,60.9
43.6,28.3,53.8,58.1
39.9,45.1,56.2,64.8
24.5,57.5,45.4,57.5
37.8,88.5,74.8,93.1
29.6,11.4,34.1,37.1
30.1,44.7,48.6,57.2
39.6,95.8,78.2,99.0
44.1,124.4,91.5,111.0
23.2,90.5,58.9,79.8
30.5,99.3,69.3,89.8
32.0,96.2,68.9,90.1
29.4,85.0,60.6,77.0
29.1,58.4,50.2,61.6
21.3,118.2,67.9,91.0
37.1,72.6,63.0,78.5
30.9,32.3,41.1,46.8
24.9,42.2,43.8,50.2
40.4,86.3,75.4,92.9
40.1,111.7,83.8,104.8
32.2,29.7,48.6,56.3
27.5,19.1,31.8,35.3
36.0,107.0,80.7,104.4
27.2,110.7,71.3,93.8
25.9,40.4,43.6,50.2
38.3,51.5,59.1,71.6
21.0,82.6,50.3,68.2
22.4,46.3,41.1,53.6
20.2,106.5,63.4,85.0
23.8,21.8,28.2,32.5
21.7,14.2,31.3,35.4
44.9,32.9,58.7,67.1
27.2,41.5,45.2,54.0
23.7,123.4,85.0,109.9
26.0,17.2,34.3,37.4
43.4,93.1,82.8,100.3
33.0,28.1,44.7,49.1
29.1,110.5,73.3,96.1
41.8,50.5,60.2,73.3
29.9,83.8,62.9,80.3
28.4,34.8,41.3,51.0
25.2,36.4,40.9,49.1
29.4,73.2,57.0,74.2
27.9,71.7,57.7,73.2
36.9,94.6,73.1,93.7
27.2,93.4,64.1,84.8
34.4,83.8,69.2,85.8
21.6,59.4,44.0,55.8
24.8,108.0,69.3,92.3
30.2,78.5,62.7,82.0
43.4,118.9,90.5,113.2
29.4,100.1,71.8,89.6
36.6,14.9,42.7,45.4
26.4,45.3,46.7,57.5
23.2,72.9,55.9,71.0
21.5,89.4,56.7,73.8
27.6,70.5,57.1,71.9
23.9,96.5,61.3,79.0
24.4,41.1,38.7,48.5
39.0,30.2,50.7,56.6
20.4,15.9,24.0,27.5
33.9,73.1,61.3,77.5
29.5,85.7,65.0,83.2
32.7,45.9,50.0,58.9
34.1,77.5,66.5,84.2
27.8,15.7,34.7,39.2
27.4,20.9,39.4,40.8
38.3,104.7,86.5,102.6
41.8,50.5,64.2,73.0
24.8,83.8,59.2,74.8
22.4,101.5,63.7,85.7
42.4,103.8,86.3,107.2
28.7,28.9,41.7,47.4
33.8,63.5,59.6,71.9
29.0,90.7,65.7,85.3
23.1,95.1,62.3,83.2
34.7,96.3,71.9,95.5
33.1,35.1,45.7,53.0
25.1,105.8,92.0,114.1
31.3,74.9,65.0,79.6
39.9,91.5,74.7,95.3
34.8,45.1,51.5,59.9
22.4,21.5,33.3,35.4
33.7,88.8,70.3,87.7
37.6,43.0,56.1,64.2
39.8,28.3,52.9,57.1
35.7,26.2,45.7,51.6
23.8,44.6,42.3,51.5
37.8,75.2,68.3,85.3
36.9,49.4,55.0,64.9
20.6,12.3,26.1,29.5
30.3,20.7,41.0,44.4
28.3,42.0,44.4,51.6
36.7,82.6,70.1,86.6
25.4,20.8,34.2,36.1
34.8,71.7,62.9,80.7
42.8,23.2,53.5,58.4
39.9,33.3,51.9,57.8
43.0,28.9,57.3,62.5
44.5,17.4,52.7,52.5
20.3,83.8,51.9,71.9
35.6,61.0,63.4,77.8
30.3,101.4,71.2,92.6
41.5,20.9,48.4,53.4
26.3,25.9,38.9,42.2
44.5,43.7,63.0,70.3
35.3,94.2,69.5,87.1
39.8,43.6,56.2,65.3
22.1,54.9,44.7,57.7
24.6,43.2,37.5,46.5
39.0,18.8,46.7,51.1
20.5,113.3,66.2,91.4
40.4,70.3,66.2,78.8
20.3,96.7,59.6,82.6
36.4,82.4,69.4,88.5
29.1,66.6,53.4,68.4
35.3,19.9,45.1,50.4
37.4,80.7,71.4,89.6
28.6,27.1,38.8,45.0
22.7,55.6,44.5,58.4
21.7,79.2,54.9,70.7
34.7,96.0,72.7,93.6
33.0,85.4,63.3,83.6
38.6,83.9,73.1,86.6
32.7,26.4,41.7,48.0
30.6,48.1,49.0,60.3
30.0,103.8,94.9,116.3
20.7,89.1,56.1,75.2
28.4,114.8,74.3,97.2
44.4,39.1,61.0,69.7
41.8,19.6,50.7,54.6
28.2,62.3,51.3,63.2
34.7,104.2,76.3,99.8
41.2,70.7,69.5,83.8
31.0,15.1,37.6,41.2
20.4,117.2,67.9,94.4
21.9,101.2,67.5,86.8
32.8,24.5,40.2,45.6
44.2,111.4,90.8,113.2
37.3,59.6,63.5,75.4
21.8,50.9,43.1,56.9
24.7,60.7,47.7,61.3
39.3,101.8,83.3,104.8
41.0,82.5,69.7,88.2
35.4,16.5,40.7,44.9
36.1,115.3,84.6,105.8
20.7,26.3,30.5,39.5
40.7,92.0,80.7,97.5
39.7,80.0,68.7,88.4
26.5,30.6,36.5,44.1
37.7,28.8,48.2,54.6
25.4,105.7,68.5,90.2
21.0,56.2,43.0,58.8
25.0,82.0,56.8,75.1
24.5,65.4,53.5,67.0
28.4,90.0,67.5,85.3
30.5,62.7,54.7,67.0
32.7,41.6,45.9,55.1
31.9,50.0,47.6,57.1
26.8,104.5,69.0,92.0
20.7,61.5,46.6,58.4
35.1,33.5,48.6,57.2
29.9,112.8,74.9,100.1
27.5,97.6,64.9,85.5
41.7,16.1,49.4,53.6
38.7,119.9,90.0,115.8
41.4,86.4,71.6,88.0
32.4,27.6,43.3,51.7
23.3,112.9,88.2,109.9
37.4,86.2,68.9,88.3
25.2,95.8,61.2,82.6
31.0,36.3,46.3,50.1
21.6,38.3,37.7,44.7
40.6,43.8,61.1,71.2
23.1,75.8,53.5,69.5
42.6,28.9,50.6,58.1
41.6,21.5,49.7,54.4
31.6,84.7,62.7,82.6
38.6,95.7,74.5,95.0
35.5,65.1,62.7,78.4
40.1,50.0,60.5,69.5
30.8,57.5,55.0,66.8
39.6,52.7,60.0,70.3
31.6,115.6,79.4,104.1
43.5,94.5,80.5,100.0
32.2,32.9,47.5,53.9
31.6,52.3,53.2,63.0
39.6,69.8,67.1,81.2
40.5,77.4,71.9,88.1
33.9,61.5,58.4,68.3
24.5,99.1,67.3,84.4
31.7,94.4,70.0,89.8
44.2,65.6,70.4,80.0
38.8,104.0,79.9,101.5
40.3,92.6,79.0,97.7
20.8,95.6,60.5,81.3
31.7,115.2,77.2,100.5
36.2,39.3,49.6,60.4
40.8,39.4,54.7,64.5
21.2,107.8,64.0,84.4
41.3,94.9,82.0,101.2
33.7,111.9,78.0,103.8
24.9,16.9,30.5,33.2
27.9,79.1,56.0,72.9
27.0,25.9,40.4,47.7
33.3,65.4,60.6,73.4
21.3,27.1,33.7,41.0
24.0,24.1,35.5,39.0
40.3,11.3,44.5,42.6
23.3,79.3,55.2,73.7
25.8,49.5,48.6,59.4
31.3,21.6,40.3,45.6
32.9,45.5,52.3,60.1
39.1,28.6,52.3,56.6
31.2,113.6,77.9,103.4
39.7,45.2,57.6,67.5
35.5,46.7,54.1,63.7
22.8,102.4,65.3,87.0
23.9,81.3,58.0,77.1
30.9,88.1,68.5,87.9
29.9,80.0,63.0,79.0
38.6,114.1,85.4,107.1
34.5,32.8,46.7,54.6
29.7,118.8,76.1,99.7
24.3,101.4,66.4,85.8
25.7,74.8,54.4,72.2
34.4,82.9,67.5,86.2
30.6,81.4,65.9,83.3
32.9,16.4,41.9,43.2
24.3,34.0,38.5,48.2
36.6,115.8,82.3,108.2
41.3,68.8,68.6,82.6
26.4,51.6,48.8,58.7
32.3,93.8,69.7,89.6
44.4,67.7,70.4,84.0
28.3,11.4,35.3,40.8
34.9,91.0,71.6,90.1
22.3,90.5,57.3,74.8
35.2,28.2,47.4,55.6
22.2,115.2,70.3,93.4
44.0,34.6,55.8,64.5
37.9,60.4,61.6,75.4
39.7,22.6,48.3,53.0
37.6,76.4,69.1,83.5
34.7,51.3,56.5,67.1
31.2,48.8,49.7,58.3
41.5,101.0,78.9,100.3
43.9,11.1,50.4,53.7
32.5,97.8,69.3,92.7
43.3,72.9,73.0,86.6
34.6,118.5,81.7,106.2
33.5,74.8,63.7,78.6
31.4,16.1,41.1,44.6
25.2,15.6,37.5,37.9
20.1,107.1,59.7,81.1
26.0,102.5,69.0,87.8
32.7,48.0,51.6,59.6
29.5,129.6,91.0,109.6
31.2,63.9,58.7,74.4
44.5,116.4,93.9,118.6
28.8,114.5,75.1,99.2
31.3,118.2,76.8,103.8
23.3,109.0,90.2,108.3
21.2,110.1,65.5,89.3
39.4,33.9,52.5,58.9
